time,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,showers_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,date,sunset,sunrise,wind_speed_10m_max_actual,wind_gusts_10m_max_actual,uv_index_max,weather_code,temperature_2m_max_actual,temperature_2m_min_actual,apparent_temperature_max_actual,apparent_temperature_min_actual,daylight_duration,sunshine_duration,uv_index_clear_sky_max,rain_sum,showers_sum_actual,snowfall_sum_actual,precipitation_sum_actual,precipitation_hours,precipitation_probability_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,delay
2024-01-01,3.443417937631784,-1.6575163531323742,-1.1387216944888352,-6.576327216038129,2.311343648023918,0.0,0.2152749944550275,22.509084728373907,40.24473543169897,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-02,3.800031854470209,-1.7106651657148286,-0.8529503318786191,-6.504945744377496,2.5772970095805663,0.0,0.25572142649091417,22.26996615392088,39.76158296996218,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-03,3.8512660807174464,-1.333256014418013,-0.7510928589337351,-6.040140571442961,2.085657503718801,0.0,0.2290116705592039,22.53577888258111,40.52110895610513,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-04,3.8779813072113956,-1.0217710335624175,-0.8114749904085836,-5.588180428789439,2.2261395489851816,0.0,0.19754571353415468,22.30305810381268,40.83853426055796,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-05,4.247316039321703,-0.9025988595603152,-0.6754179213550686,-5.5904514082612975,2.2599043240895584,0.0,0.2643509173159376,23.089189544886036,42.13888305864948,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-06,4.555053960727914,-1.282230881199593,-0.009957360187481168,-5.73928768217215,1.6138410588502434,0.0,0.20459651100259477,22.583831034116514,40.815792514779936,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-07,4.0815795250022475,-1.426282358743359,-0.6926628879243188,-6.250577266405608,2.5428485676566575,0.0,0.20945872938170318,22.77309555086012,41.513923386348104,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-08,4.2647622734681025,-1.0580461451106973,-0.1682642398639711,-5.83617404803986,2.293201778325345,0.0,0.19802908870148714,22.398155503759796,40.11949860483527,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-09,4.621376190307764,-1.1111949576928373,0.11750712274818742,-5.764792576378279,2.5591551398813066,0.0,0.23847552073744915,22.15903692930521,39.636346143093505,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-10,4.672610416553933,-0.7337858063961087,0.21936459569030298,-5.299987403445006,2.0675156340228096,0.0,0.21176576480594936,22.42484965796777,40.395872129242775,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-11,4.699325643048464,-0.42230082554059223,0.1589824642165949,-4.848027260791087,2.20799767928828,0.0,0.18029980778084193,22.19212887919825,40.71329743369283,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-12,5.068660375159526,-0.3031286515381133,0.2950395332722824,-4.8502982402620045,2.2417624543892516,0.0,0.24710501156248135,22.97826032027119,42.013646231781216,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-13,5.3763982965662525,-0.6827606731760874,0.9605000944396078,-4.999134514171408,1.5956991891511507,0.0,0.18735060524931146,22.47290180950198,40.69055568791325,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-14,4.902923860501282,-0.8268121510219313,0.2777945675365192,-5.510424097328845,2.524706698233147,0.0,0.19221282623559577,22.662166326003817,41.38868655575684,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-15,5.086106608629777,-0.4585759376905725,0.8021932164325456,-5.096020877885009,2.275059909176659,0.0,0.18078318816264696,22.287226278660313,39.99426177051704,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-16,5.442720525131665,-0.5117247505738813,1.0879645798802615,-5.024639405145174,2.5410132710066455,0.0,0.22122962280576491,22.048107703962568,39.51110930504861,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-17,5.493954751039905,-0.13431559957772699,1.1898220536578998,-4.559834231133254,2.049373765422015,0.0,0.19451986948141858,22.31392043238232,40.27063528747149,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-18,5.52066997719656,0.17716938097665302,1.1294399230186531,-4.10787408740195,2.189855810963497,0.0,0.16305391506370895,22.081199653371563,40.58806058819822,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-19,5.890004708970042,0.29634155467801815,1.265496992910169,-4.11014506579493,2.2236205863381406,0.0,0.22985912145258686,22.867331094202395,41.888409382560496,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-20,6.1977426300381735,-0.08329046726133615,1.9309575549114522,-4.258981338627049,1.5775573213763723,0.0,0.1701047177466809,22.361972583190717,40.5653188349679,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-21,5.724268193973279,-0.22734194510754602,1.248252028008646,-4.770270921784283,2.506564830459184,0.0,0.17496693873288344,22.551237099690148,41.26344970280778,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-22,5.9074509421020265,0.1408942682244918,1.772650676904509,-4.355867702340343,2.2569180414023027,0.0,0.1635373006601081,22.176297052349213,39.86902491757177,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-23,6.264064858603556,0.08774545534103417,2.058422040351244,-4.284486229600996,2.522871403233081,0.0,0.20398373530328612,21.937178477652516,39.385872452106206,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-24,6.315299084512812,0.4651546063361103,2.1602795141308073,-3.819681055589924,2.031231897647845,0.0,0.1772739819789633,22.202991206070813,40.145398434523415,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-25,6.342014310644522,0.7766395878449144,2.099897383488587,-3.3677209117293208,2.1717139509634245,0.0,0.14580802757310032,21.970270427290195,40.46282373581604,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-26,6.71134904239454,0.8958117624995707,2.2359544533804225,-3.3699918899936,2.2054787341092816,0.0,0.21261323397377738,22.756401868349684,41.763172530736746,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-27,7.01908696343835,0.5161797415139633,2.9014150153806866,-3.518828162697094,1.5594154769198942,0.0,0.15285883027969696,22.25104335756743,40.44008198370493,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-28,6.545612527349346,0.3721282646218764,2.218709488476538,-4.030117745725608,2.4884229937759375,0.0,0.1577210512778665,22.440307874297197,41.13821285210728,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-29,6.72879527545358,0.7403644789066668,2.7431081373706467,-3.615714526153668,2.238776212491626,0.0,0.14629141321680067,22.06536782718545,39.743788067434224,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-30,7.08540919193196,0.6872156669770453,3.0288795008170037,-3.544333053285625,2.5047295820961173,0.0,0.1867378478721005,21.8262492527184,39.260635602528595,,,,,,,,,,,,,,,,,,,,,,,,0
2024-01-31,7.136643417817217,1.064624818925807,3.130736974595978,-3.0795278791455267,2.01309008428315,0.0,0.1600280945595474,22.092061981365056,40.020161585505164,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-01,7.1633586439497865,1.3761098004346275,3.070354843957685,-2.6275677352836713,2.153572137593205,0.0,0.12856214015332101,21.85934120258155,40.33758688678811,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-02,7.532693375699466,1.4952819750887025,3.2064119138463267,-2.6298387135496073,2.1873369207442566,0.0,0.19536734655437893,22.645472643643583,41.63793568171701,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-03,7.840431296742777,1.1156499541027243,3.8718724758461063,-2.778674986253432,1.5412736635556086,0.0,0.13561294286022912,22.140114132860344,40.31484513468411,,,,,,,,,,,,,,,,,,,,,,,,0
