date,sunset,sunrise,wind_speed_10m_max,wind_gusts_10m_max,uv_index_max,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,daylight_duration,sunshine_duration,uv_index_clear_sky_max,rain_sum,showers_sum,snowfall_sum,precipitation_sum,precipitation_hours,precipitation_probability_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,time
2024-01-24 00:00:00+00:00,1706110570,1706079618,42.218346,76.67999,,61.0,10.408501,4.8585,4.527275,-0.61952424,30959.047,23580.125,,5.4999986,0.0,0.0,5.4999986,11.0,,256.42078,3.62,1.1152495,2024-01-24 00:00:00+00:00
2024-01-25 00:00:00+00:00,1706197079,1706165938,35.32589,66.6,,51.0,8.3585005,4.4084997,2.6828141,-0.8661027,31148.04,26011.02,,0.2,0.0,0.0,0.2,2.0,,284.0524,4.06,1.0639844,2024-01-25 00:00:00+00:00
2024-01-26 00:00:00+00:00,1706283589,1706252256,34.131718,62.279995,,61.0,9.1085005,2.1585,4.67354,-2.194384,31339.861,385.02948,,3.5,0.0,0.0,3.5,5.0,,248.59515,1.55,0.5293163,2024-01-26 00:00:00+00:00
2024-01-27 00:00:00+00:00,1706370099,1706338572,28.66694,50.039997,,3.0,6.7584996,1.2085,2.5951385,-2.9168687,31534.256,7207.6157,,0.0,0.0,0.0,0.0,0.0,,279.85437,2.55,0.6041742,2024-01-27 00:00:00+00:00
2024-01-28 00:00:00+00:00,1706456610,1706424887,14.007655,24.119999,,3.0,6.4084997,-2.2415,2.8193798,-5.8902907,31730.977,26764.996,,0.0,0.0,0.0,0.0,0.0,,162.89035,5.75,0.5422119,2024-01-28 00:00:00+00:00
2024-01-29 00:00:00+00:00,1706543121,1706511199,15.034041,25.919998,,3.0,8.2585,-0.1415,4.7046356,-4.702652,31929.768,26827.387,,0.0,0.0,0.0,0.0,0.0,,177.99048,5.61,0.8660901,2024-01-29 00:00:00+00:00
2024-01-30 00:00:00+00:00,1706629632,1706597509,16.263872,26.64,,51.0,8.3085,0.8585,4.648201,-2.8125367,32130.393,22168.252,,0.1,0.0,0.0,0.1,1.0,,206.22795,4.55,0.6052699,2024-01-30 00:00:00+00:00
2024-01-31 00:00:00+00:00,1706716143,1706683818,21.829777,37.079998,,3.0,7.6085,1.6085,3.2307482,-2.6991675,32332.62,0.0,,0.0,0.0,0.0,0.0,0.0,,249.15956,1.99,0.5743073,2024-01-31 00:00:00+00:00
2024-02-01 00:00:00+00:00,1706802654,1706770125,29.175552,57.6,,53.0,7.8085,2.6585,2.827281,-2.4983811,32536.213,25200.0,,2.1,0.0,0.0,2.1,7.0,,270.33786,5.34,1.083259,2024-02-01 00:00:00+00:00
2024-02-02 00:00:00+00:00,1706889164,1706856431,29.59235,51.12,,51.0,8.1085005,3.8585,3.1530976,-0.82209873,32741.338,0.0,,1.3000002,0.0,0.0,1.3000002,8.0,,256.8459,1.19,0.64128757,2024-02-02 00:00:00+00:00
2024-02-03 00:00:00+00:00,1706975676,1706942733,33.971867,59.399998,,51.0,10.408501,6.8085,5.802928,2.480482,32950.04,2679.8755,,2.7000003,0.0,0.0,2.7000003,15.0,,267.00632,1.96,0.5752709,2024-02-03 00:00:00+00:00
2024-02-04 00:00:00+00:00,1707062188,1707029033,31.012281,60.479996,,55.0,8.4585,5.3085,3.4862618,0.6416898,33162.395,13369.177,,1.7,0.0,0.0,1.7,6.0,,267.84027,3.68,0.97763985,2024-02-04 00:00:00+00:00
2024-02-05 00:00:00+00:00,1707148701,1707115331,32.048088,59.76,,61.0,9.7085,7.7085,5.252967,2.9632,33378.113,0.0,,11.300002,0.0,0.0,11.300002,16.0,,264.95767,0.73,0.6332056,2024-02-05 00:00:00+00:00
2024-02-06 00:00:00+00:00,1707235215,1707201626,36.102455,65.520004,,51.0,10.3585005,8.0585,5.00006,2.2066355,33596.91,0.0,,1.8000001,0.0,0.0,1.8000001,8.0,,246.82265,1.57,1.2083553,2024-02-06 00:00:00+00:00
2024-02-07 00:00:00+00:00,1707321729,1707287919,34.47176,64.079994,,63.0,9.2085,-0.99149996,3.8026524,-4.7328024,33818.508,20286.605,,8.6,0.0,0.0,8.6,12.0,,277.35846,5.34,0.8041004,2024-02-07 00:00:00+00:00
2024-02-08 00:00:00+00:00,1707408244,1707374209,14.77755,24.48,,71.0,4.8085,-2.4915,2.1254878,-6.4708204,34042.633,8341.459,,3.0,0.0,0.07,3.1,10.0,,154.98314,3.95,0.44451636,2024-02-08 00:00:00+00:00
2024-02-09 00:00:00+00:00,1707494759,1707460498,23.441502,40.68,,73.0,7.9585,0.95849997,5.760231,-4.0403695,34269.02,0.0,,12.4,0.0,0.97999996,13.799999,19.0,,114.56891,1.41,0.217122,2024-02-09 00:00:00+00:00
2024-02-10 00:00:00+00:00,1707581274,1707546785,15.629972,26.28,,61.0,12.4585,6.4585,11.495934,4.2897243,34497.414,20192.393,,5.5,0.0,0.0,5.5,8.0,,109.23079,4.75,0.57970333,2024-02-10 00:00:00+00:00
2024-02-11 00:00:00+00:00,1707667790,1707633071,17.902534,30.599998,,53.0,10.2085,6.0585,7.4688663,2.5514612,34727.574,645.60266,,6.0,0.0,0.0,6.0,13.0,,51.86992,2.23,0.32987157,2024-02-11 00:00:00+00:00
2024-02-12 00:00:00+00:00,1707754305,1707719355,21.758419,43.56,,53.0,8.8085,4.0585,4.686367,0.17206335,34959.25,6110.2197,,5.0,0.0,0.0,5.0,15.0,,272.67145,2.86,0.44752932,2024-02-12 00:00:00+00:00
2024-02-13 00:00:00+00:00,1707840821,1707805637,20.192118,36.719997,,51.0,8.2585,2.1585,4.1117563,-1.3660994,35192.22,30547.357,,0.1,0.0,0.0,0.1,1.0,,253.34813,6.55,0.8150457,2024-02-13 00:00:00+00:00
2024-02-14 00:00:00+00:00,1707927336,1707891918,20.46941,37.079998,,63.0,9.408501,1.8085,6.3721867,-1.8161287,35426.24,3510.9626,,4.7,0.0,0.0,4.7,7.0,,207.16348,1.68,0.4788984,2024-02-14 00:00:00+00:00
2024-02-15 00:00:00+00:00,1708013851,1707978199,14.799459,27.72,,51.0,13.3085,8.4585,12.068577,5.763198,35661.098,6702.8584,,0.2,0.0,0.0,0.2,2.0,,204.23088,3.76,0.56070155,2024-02-15 00:00:00+00:00
2024-02-16 00:00:00+00:00,1708100366,1708064478,18.861387,34.2,,55.0,15.6085005,8.0085,13.4550495,4.8727703,35896.566,28800.0,,3.1,0.0,0.0,3.1,7.0,,197.20961,7.16,1.140637,2024-02-16 00:00:00+00:00
2024-02-17 00:00:00+00:00,1708186880,1708150757,23.828083,44.639996,,53.0,10.9585,3.1585,8.553214,0.30930614,36132.45,9492.395,,0.9000001,0.0,0.0,0.9000001,5.0,,295.21445,4.24,0.8343438,2024-02-17 00:00:00+00:00
2024-02-18 00:00:00+00:00,1708273394,1708237035,19.602652,33.48,,53.0,9.408501,0.6585,5.865864,-2.531347,36368.53,8989.912,,1.5999999,0.0,0.0,1.5999999,5.0,,158.37788,5.17,0.8680744,2024-02-18 00:00:00+00:00
2024-02-19 00:00:00+00:00,1708359908,1708323312,29.354902,53.639996,,55.0,8.6085005,6.7085,5.139782,1.5537906,36604.61,1369.3414,,5.3,0.0,0.0,5.3,17.0,,273.05283,2.24,0.44479635,2024-02-19 00:00:00+00:00
2024-02-20 00:00:00+00:00,1708446421,1708409589,26.141552,46.44,,51.0,8.7085,6.3585,4.7961664,2.3807344,36840.49,8580.255,,1.2000002,0.0,0.0,1.2000002,11.0,,274.87497,3.77,0.67402565,2024-02-20 00:00:00+00:00
2024-02-21 00:00:00+00:00,1708532933,1708495866,26.64,46.8,,53.0,10.7085,6.7085,7.3361845,3.216185,37075.98,6971.0234,,2.0,0.0,0.0,2.0,8.0,,230.56586,3.71,0.8329032,2024-02-21 00:00:00+00:00
2024-02-22 00:00:00+00:00,1708619444,1708582142,29.144438,50.399998,,53.0,11.4585,8.158501,8.812606,3.74226,37311.258,2095.8982,,5.2000003,0.0,0.0,5.2000003,10.0,,195.5289,2.51,1.0056826,2024-02-22 00:00:00+00:00
2024-02-23 00:00:00+00:00,1708705956,1708668416,30.154163,53.28,,3.0,11.158501,2.6085,6.0553627,-0.8672228,37548.324,21019.617,,0.0,0.0,0.0,0.0,0.0,,216.99803,6.96,1.6054757,2024-02-23 00:00:00+00:00
2024-02-24 00:00:00+00:00,1708792467,1708754689,21.120682,41.399998,,3.0,10.2585,0.7585,5.9379396,-2.6960068,37787.344,30965.938,,0.0,0.0,0.0,0.0,0.0,,198.04349,9.44,1.3568735,2024-02-24 00:00:00+00:00
2024-02-25 00:00:00+00:00,1708878979,1708840960,18.720001,36.719997,,3.0,11.3085,0.5085,6.584467,-2.9771276,38028.117,33633.438,,0.0,0.0,0.0,0.0,0.0,,168.18042,9.85,1.3177001,2024-02-25 00:00:00+00:00
2024-02-26 00:00:00+00:00,1708965490,1708927229,17.58481,29.88,,3.0,10.5585,-0.49150002,7.2902336,-3.5194426,38270.44,21939.566,,0.0,0.0,0.0,0.0,0.0,,45.659748,7.79,1.0414324,2024-02-26 00:00:00+00:00
2024-02-27 00:00:00+00:00,1709052002,1709013497,19.9954,36.719997,,3.0,7.0084996,2.9085,3.3247952,-1.2768703,38514.13,8892.373,,0.0,0.0,0.0,0.0,0.0,,7.160925,4.28,0.57295203,2024-02-27 00:00:00+00:00
2024-02-28 00:00:00+00:00,1709138513,1709099763,11.620809,24.48,,3.0,5.3585,-0.2915,2.2312484,-3.8284774,38758.99,13595.289,,0.0,0.0,0.0,0.0,0.0,,293.58997,5.57,0.66182774,2024-02-28 00:00:00+00:00
2024-02-29 00:00:00+00:00,1709225024,1709186029,18.671474,33.48,,3.0,9.3585005,-1.3915,6.038291,-5.417802,39004.836,34302.355,,0.0,0.0,0.0,0.0,0.0,,142.19965,11.26,1.1936376,2024-02-29 00:00:00+00:00
2024-03-01 00:00:00+00:00,1709311536,1709272293,11.928989,27.0,,3.0,12.1085005,3.4085,10.344351,0.3175335,39251.496,29539.438,,0.0,0.0,0.0,0.0,0.0,,144.01208,9.34,1.1268979,2024-03-01 00:00:00+00:00
2024-03-02 00:00:00+00:00,1709398046,1709358557,12.429127,21.599998,,51.0,11.1085005,6.1584997,9.053264,4.2303524,39498.785,14249.551,,0.70000005,0.0,0.0,0.70000005,5.0,,132.99855,4.96,0.66824394,2024-03-02 00:00:00+00:00
2024-03-03 00:00:00+00:00,1709484557,1709444820,18.681883,34.2,,3.0,13.3585005,6.2584996,10.611048,3.6265402,39746.53,28812.943,,0.0,0.0,0.0,0.0,0.0,,99.37581,8.67,1.2880598,2024-03-03 00:00:00+00:00
2024-03-04 00:00:00+00:00,1709571067,1709531082,18.511143,31.319998,,51.0,12.4585,6.1085,10.257561,3.1275702,39994.562,32499.88,,0.1,0.0,0.0,0.1,1.0,,72.24974,8.32,1.2225585,2024-03-04 00:00:00+00:00
2024-03-05 00:00:00+00:00,1709657577,1709617344,16.645864,31.319998,,51.0,7.0585,-0.79150003,3.0719748,-4.5926113,40242.723,24405.074,,0.2,0.0,0.0,0.2,2.0,,57.750057,8.86,1.2056596,2024-03-05 00:00:00+00:00
2024-03-06 00:00:00+00:00,1709744087,1709703606,14.512064,27.359999,,51.0,7.1584997,-1.1415,3.4328437,-4.630836,40490.83,21655.492,,0.2,0.0,0.0,0.2,2.0,,41.70178,8.21,0.987815,2024-03-06 00:00:00+00:00
2024-03-07 00:00:00+00:00,1709830597,1709789867,18.72346,35.64,,51.0,7.6085,0.1585,3.102314,-3.8250732,40738.72,36660.465,,0.3,0.0,0.0,0.3,1.0,,73.92976,12.64,1.4200245,2024-03-07 00:00:00+00:00
2024-03-08 00:00:00+00:00,1709917105,1709876128,19.443333,35.28,,0.0,7.6584997,-1.6415,2.714415,-5.898573,40986.242,36973.05,,0.0,0.0,0.0,0.0,0.0,,95.08736,13.35,1.5447752,2024-03-08 00:00:00+00:00
2024-03-09 00:00:00+00:00,1710003614,1709962390,26.208397,46.8,,51.0,9.3585005,-0.1415,4.9681406,-4.8862715,41233.223,29089.19,,0.8,0.0,0.0,0.8,5.0,,107.246735,9.7,1.1840613,2024-03-09 00:00:00+00:00
2024-03-10 00:00:00+00:00,1710090122,1710048652,29.620802,52.92,,3.0,11.9585,3.1585,7.2617226,-1.1755426,41479.51,30921.842,,0.0,0.0,0.0,0.0,0.0,,93.61467,9.85,1.6971223,2024-03-10 00:00:00+00:00
